Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
-2.979567666316249,-6.247280560870158,-1.1682958361070837,-4.978975473457787,-2.9619978256497177,-3.622248547045292,-0.19084804392460414,-5.055997161202512,1.6201012372619763,-2.4183214465074654,1
-2.5937874984230587,-5.686506132815977,-0.7311838188259736,-4.949480193381951,-2.593813547318068,-3.0278436093954193,-0.01621659579612215,-4.502874931021834,2.084750271345422,-2.4124374152376187,1
-2.884145009946909,-6.030437659535153,-1.0500723872652749,-4.785030775172709,-2.846815402229509,-3.4697686327948465,-0.12862785513961222,-4.806266728540806,1.3763575023251156,-2.378956360827507,1
-2.5706134247333616,-5.518901406046163,-0.7000023360096813,-4.615644559050129,-2.5338920553653583,-2.993865431079073,-0.3909994244244755,-4.195076325270742,1.2225282499140224,-2.3432247547977227,1
-1.8644857676002424,-4.586706263267849,0.0014877140756231323,-4.547433876915925,-1.8634371398500393,-2.0322656383323845,1.7682036236841876,-3.186459616513255,1.5815406995340004,-2.328462647587019,1
-2.483369853195679,-5.463957184680419,-0.6814540468197475,-4.538438080652632,-2.495941777128642,-2.8675079842521085,0.6884199406327327,-4.309246557007491,2.051701264123593,-2.3264993405862637,1
-2.427479440179351,-5.421725035032186,-0.6576283820021925,-4.510396718145157,-2.4546625271167755,-2.787809668478943,0.3406750032875511,-4.417382851318723,2.729339219634793,-2.3203545052494863,1
-1.6763668164721142,-4.308495220030015,0.09397113766099457,-4.218269399021558,-1.7136334099682649,-1.7963011239406343,-0.23879420274980068,-3.133001642805163,2.2018089061923467,-2.2540106435502527,1
-2.7321503501586024,-5.688659322547457,-1.0575580682183308,-3.8963759317329467,-2.7376251280045714,-3.2345449952687635,1.3120074398892918,-4.743757848694439,2.099270331501852,-2.1755942608512657,1
-2.3749969791762138,-5.143104115055966,-0.6591359123974287,-3.8750274372495066,-2.378096176288313,-2.7138227453088977,0.06755831160507841,-4.050363522632921,1.7890951180923782,-2.170180987315611,1
-2.17051985838477,-4.80544323960514,-0.45032004376266943,-3.7618699020982085,-2.132418059282203,-2.432943319347778,0.3576800526068535,-3.596292782100337,1.4119198946218383,-2.141020804813311,1
-2.6401356458024527,-5.4829624172493725,-0.9723516722150364,-3.6961383092745868,-2.6590613941110184,-3.096340591088088,-0.3085727328090359,-4.414501476705413,1.53061358613787,-2.123711854035888,1
-2.1309876150317577,-4.7746552947412155,-0.4667799207720988,-3.658192858001925,-2.103123107660878,-2.379917559030746,0.05898256726623473,-3.358799716913977,0.9289064369934328,-2.1135924221215663,1
-2.4070317281002067,-5.145332914459283,-0.7484873061007546,-3.629672158144888,-2.4233701924303603,-2.7588870737239626,-0.209599457051468,-4.154703182159558,1.9548510524897058,-2.105923997409487,1
-2.9918362935637357,-6.0513360492053785,-1.4191636580578304,-3.6023329836107187,-3.006606047436735,-3.6421409300259997,-0.1768497372153766,-5.119353504170441,1.7638426623735037,-2.0985223515885587,1
-2.338191097433754,-5.082460699634815,-0.717519624062762,-3.5887757407283103,-2.3754329988681926,-2.662413207019785,-0.22570646159050634,-4.193279703453032,2.4427675734018814,-2.094833297793933,1
-1.9769481840355365,-4.519783899108725,-0.33761188631882655,-3.513098161194389,-2.003253954406362,-2.176960590887421,1.4300031473953805,-3.536055103419754,2.108100311131701,-2.0740100556804397,1
-2.1030424085235935,-4.650762253657444,-0.43894529432079626,-3.4967734952582856,-2.1177705834715406,-2.342670745381268,-0.09331070214680115,-3.544936516933717,1.5689113078749946,-2.0694661880621967,1
-2.160296002345198,-4.783492975775613,-0.5395359192215333,-3.485104793257295,-2.1743631036490996,-2.4191917060554804,1.5764415027773424,-3.772632908434828,1.9825183735008611,-2.0662068087608576,1
-2.6305933801655184,-5.4249864092412174,-1.0218536920707775,-3.4333740513016777,-2.649074478785567,-3.082178532712798,1.9205232547299533,-4.472705243894248,1.773887288469081,-2.0516406380682164,1
-2.0785051540286203,-4.6464333339069555,-0.48301774564668054,-3.377488393811229,-2.119102172181601,-2.310125258503215,-0.21351301281248627,-3.7522937935173553,2.306333656161927,-2.0356876504198396,1
-2.043744043494075,-4.559904383542128,-0.456048857646976,-3.2907046927641317,-2.063841240714102,-2.2642696412393986,0.1863557545526394,-3.6379879676811564,2.1142723009550597,-2.0104561402206973,1
-2.46087736990862,-5.070970664440815,-0.826871319099572,-3.273949560602264,-2.448670377921504,-2.83531972004982,-0.5119805183418433,-4.022634529295433,1.269271276635758,-2.0055191047911047,1
-2.1119030837578894,-4.638903342650284,-0.5472097136112807,-3.2046221363301153,-2.1417391802526247,-2.354459697357349,2.1535356586730225,-3.837718076170741,2.4179371636428186,-1.984859942665612,1
-2.3177433853546097,-4.870722744371196,-0.7459254616537989,-3.1176212757150483,-2.3321563657912354,-2.63401861565342,1.3281808801878274,-3.939752636006731,1.7332780452923575,-1.9583942334033093,1
-2.7750905455248054,-5.584216716223795,-1.257473337092763,-3.0917140918308936,-2.768251668335956,-3.300094151948145,-0.08689680328738761,-4.649757239250851,1.5192623531623939,-1.9503941116560883,1
-2.5229020965486915,-5.147230832364045,-0.9512725472595469,-3.089694283804346,-2.507926075519184,-2.9244629688859534,0.07996408178982008,-4.129516578186754,1.2732269710037538,-1.9497680613870694,1
-2.5624343399017038,-5.195210669683129,-1.0098405945482445,-3.0247968493043276,-2.5418815876257197,-2.98191540465025,0.12970523616491134,-4.204940796005716,1.2958398878327166,-1.929470573907848,1
-2.447245561855857,-5.0321847369740045,-0.8962247570730597,-3.0239942665281156,-2.458657293246956,-2.815887089751565,1.83642523004315,-4.127313174070695,1.6588127860628235,-1.9292173200133256,1
-2.276166370793683,-4.832277847026807,-0.7666177051295193,-2.999080276540018,-2.29953244239476,-2.576641932126109,2.2343129778998776,-4.078533196793622,2.3837430377750675,-1.9213283281567797,1
-2.7832696303564632,-5.559356340156705,-1.2737653841736274,-2.9989587234383666,-2.784896527211709,-3.3126584054571846,0.7238931261734836,-4.653214888786822,1.4819556784549461,-1.9212897056787364,1
-2.2945693116649126,-4.805067460950125,-0.790767104993813,-2.8937815562881193,-2.29953244239476,-2.601979320082631,1.1523990540141493,-3.9347017558022257,1.832204458237233,-1.8873858278151197,1
-2.46837486433764,-5.024615650083117,-0.9431720835912605,-2.8924035161927173,-2.457991498891926,-2.8460318475163797,0.6777360502592843,-4.026092178831404,1.241720140388146,-1.8869350666539046,1
-2.165067135163665,-4.609240825228348,-0.6627417403010707,-2.87625227046315,-2.1863474020396416,-2.4256058005963093,1.907045553385001,-3.6868696405328167,1.7012343314839007,-1.88163911861187,1
-2.566523882317533,-5.192919162126866,-1.0672990967705926,-2.8726408638378382,-2.5532000916612314,-2.9878876781049173,0.524346223909056,-4.2310087616249445,1.3543176811570563,-1.8804516970408733,1
-2.3034299868992085,-4.786970763732511,-0.7895095026425012,-2.8665686806728004,-2.330824777081175,-2.6142120434823193,0.14847977870745288,-3.985108862272696,1.9453369433596217,-1.8784524927994495,1
-2.414529222529226,-4.977793178474775,-0.922603346086423,-2.863111603051397,-2.427364958560541,-2.7694775998717196,1.0427158442990279,-4.192330544756883,2.0371064004242916,-1.8773127755313026,1
-2.138485109460777,-4.549470159139234,-0.644163675859449,-2.823256135338568,-2.163044599613588,-2.389943791582432,0.24404459823982558,-3.768395592827021,2.072865648059363,-1.8640937138209603,1
-3.077035093893504,-6.026954516886347,-1.6832659770804088,-2.7574029599768006,-3.0938251079456793,-3.782190312040331,-0.17135725108837424,-5.24043903497913,1.612014633903549,-1.8419253727314684,1
-2.1977834744902958,-4.579575078992639,-0.698398251225778,-2.7452923736605537,-2.212313381885816,-2.469745742755402,-0.1925123856740817,-3.6435473257585995,1.423253205590171,-1.8378034776487322,1
-2.60810089687846,-5.146556072502692,-1.0931008819697696,-2.727221315679289,-2.5798318658624355,-3.048919498930591,-0.026523695304544872,-4.242500361553317,1.1678112329730013,-1.8316264960098176,1
-1.0983781550349665,-3.0839622271611624,0.3134739134322688,-2.7255571070585534,-1.0884525105949934,-1.1127257568978464,-0.5341242428942657,-2.0012993902721026,1.3139763454673679,-1.831056042883034,1
-2.5515288934594937,-5.1361098467056685,-1.0896551136856707,-2.7180572767619324,-2.575171305377225,-2.966016019598022,-0.38460147685318563,-4.380840241516996,1.9140597678959839,-1.828481914745664,1
-1.432357452327658,-3.4795734425202753,0.034697531802123247,-2.707675489278763,-1.3534386638969764,-1.5005906254050594,-0.14200638087623416,-2.0835372115884203,0.425971040840162,-1.8249095287080423,1
-2.1589328215399215,-4.450559715551156,-0.634421274731496,-2.690411995382877,-2.144402357672745,-2.4173601746476865,1.0595503898579473,-3.4976141762257305,1.1853855267322555,-1.8189456215356468,1
-2.137803519058139,-4.566123498223897,-0.7250289041738416,-2.6629326213625886,-2.1610472165484977,-2.3890317322263246,1.5918268569019094,-3.8929048746468182,2.4698969326015017,-1.8093913992534114,1
-1.680456358887943,-3.866774179772993,-0.26124014382695293,-2.64015896876679,-1.7096386438380842,-1.8013539102012437,0.9668830766446042,-3.069272416063748,2.0028235856552374,-1.80141582994013,1
-2.2427684410644133,-4.660761060079879,-0.8042801186448354,-2.628218531935367,-2.249597865767502,-2.530894457641336,0.17907643772041615,-3.8056839701757212,1.6902157870016323,-1.7972131505423865,1
-1.65591910439297,-3.739201889236417,-0.20789766613012808,-2.572299081348202,-1.6636988333410068,-1.771086726363125,-0.24918726064703248,-2.805677486733299,1.3819396229270433,-1.7773360625502628,1
-2.4336137538030944,-4.898767084725958,-0.9993095150057147,-2.547747670486043,-2.4546625271167755,-2.7965107709043173,2.2307181317686653,-4.189855952441924,1.928512977465211,-1.7685059875836664,1
-1.8692569004187096,-4.058362276673517,-0.44360615486574967,-2.5283927037802107,-1.8980584463116048,-2.038347237690053,-0.1941240070320319,-3.2850365268132746,1.8392796114387255,-1.7614998231511336,1
-2.0750972020154297,-4.380222406525991,-0.6613139594358489,-2.524578823127408,-2.109781051211179,-2.3056166921015695,-0.3041043019443842,-3.6721237822176485,2.0739651690661214,-1.7601145470469095,1
-1.7942819561285135,-3.944492066616752,-0.3816448211805996,-2.498365061414442,-1.7915313495067875,-1.943344884436133,-0.029806986942039822,-3.087984401787824,1.5965319347998916,-1.750550854277323,1
-1.7976899081417042,-3.9780176253929143,-0.40514430993338596,-2.496153733007411,-1.8174973293529617,-1.9476372561339177,1.3334006530304663,-3.197951216441629,1.8898872977058003,-1.7497406860513152,1
-2.041017681883522,-4.307090230320972,-0.6312247129200305,-2.483405104112047,-2.05185694232356,-2.26068540153373,1.2712202931299283,-3.457546119838308,1.5931988931242402,-1.7450595676596041,1
-2.251629116298709,-4.617059515745601,-0.8391700982253095,-2.4816920570747265,-2.279558611743857,-2.54300223527711,0.02316854951465439,-3.959006998128605,2.121060985811087,-1.744429207605909,1
-2.1575696407346454,-4.4719603667574095,-0.7444112611966739,-2.4768041106608534,-2.1716999262289796,-2.415529115681881,-0.22412963302778538,-3.7801244824294304,2.018498130314595,-1.7426287985070679,1
-1.983764088061918,-4.21688958702646,-0.5896849967023139,-2.44335877670452,-1.9712958253649169,-2.1858219470490017,0.05971696644909016,-3.3400538326650397,1.5085732954883972,-1.7302390322794852,1
-2.147345784695073,-4.355595939270779,-0.6917677515201208,-2.4223706634220328,-2.126425910086932,-2.401811227479313,1.1152433203560883,-3.4048339136771912,0.9820026659345521,-1.7224004860616124,1
-2.1166742165763566,-4.411737542306527,-0.7330419255272798,-2.4137763809559254,-2.1457339463828053,-2.360815655286663,-0.37432232826264145,-3.7133443884503943,2.0064392714828396,-1.7191764497543531,1
-2.171883039190046,-4.466495300484981,-0.7735294884315489,-2.4047786778618745,-2.1863474020396416,-2.434778889730788,0.5259091752055616,-3.7331072284452054,1.807656067150138,-1.715792125793635,1
-1.6088893666109378,-3.6258929804966233,-0.2174979684027156,-2.4008839057197267,-1.6057747244533873,-1.7134033583295643,0.47366292999416454,-2.6305238087689933,1.1089251126488073,-1.7143243290417298,1
-2.2304998138169267,-4.480041704629934,-0.7846114826849883,-2.4001994188923192,-2.23827936173199,-2.514164472125047,-0.5654291013556,-3.6101572787690808,1.1782998532843418,-1.7140661950174942,1
-2.2959324924701887,-4.660034410530942,-0.9047259392948177,-2.39867219463826,-2.304858797235001,-2.603859866337369,0.5817303789293211,-3.8051415937779223,1.4344002215804956,-1.7134900476394523,1
-1.7799685576731124,-3.831132600600262,-0.35842329341698814,-2.3913223629100075,-1.7748864906310349,-1.9253434737376638,1.513911923570451,-2.8741525069554577,1.085530503328224,-1.710713610298141,1
-1.7404363143201,-3.826149674762626,-0.36672079276091407,-2.367938727256644,-1.7495863051398908,-1.875846016196614,-0.27585444422412125,-2.7963214938712615,1.0378852358484685,-1.7018391427095565,1
-1.936052759877248,-4.115254985340893,-0.5717305129773899,-2.3393878517211038,-1.9613089100394652,-2.1240159351309438,1.9512046602898254,-3.4483257210757206,2.0273052776965965,-1.6909178493687205,1
-1.7908740041153228,-3.876906910053925,-0.44967011277316565,-2.268604204021787,-1.8021840591872693,-1.939054947631679,-0.15848724199433983,-2.9892718973883556,1.3436102810226291,-1.6634266551299757,1
-1.591168016142346,-3.624732894211316,-0.29006931019913484,-2.2574231895228825,-1.629077526879441,-1.6917780975006553,0.28423391608756177,-2.9307291449508948,1.9676646264603734,-1.6590290511166554,1
-1.4609842492384602,-3.4500071964310757,-0.17670153323005638,-2.25534667699404,-1.4959186558734194,-1.5347146631192976,0.08210625040551482,-2.802558822445952,2.1120806696164665,-1.6582106611829546,1
-1.9960327153094046,-4.069550625438829,-0.5898803457299086,-2.2402418594270865,-1.979285357625278,-2.2017994919752795,-0.2604280110540885,-3.2099173957180738,1.1009044877712921,-1.6522416921983534,1
-2.208007330529868,-4.487585913656155,-0.8699269432943549,-2.2260150638325946,-2.232953006891749,-2.4835964002804762,0.9093976221792568,-3.8710403261105344,2.058246106871986,-1.6465940045526308,1
-2.29934044448338,-4.660555394500378,-0.9861751036487154,-2.2188590746972365,-2.322169450465784,-2.608563473549938,1.3129169736971484,-4.0950417784016375,2.3190885330706528,-1.6437437765223533,1
-2.4090764993081213,-4.698194453133249,-1.016233422982921,-2.20677822578278,-2.378761970643343,-2.761773748793814,0.27208018315261595,-3.764802349191601,0.7808112240202485,-1.6389175053186744,1
-2.160977592747836,-4.319704135918885,-0.7733108533243823,-2.1986706103535836,-2.1457339463828053,-2.420107649934615,1.5115574891107477,-3.515885481126593,1.2272240014981517,-1.635668291037757,1
-1.94627661591682,-4.086132426421372,-0.6235132984270839,-2.1938155739415643,-1.960643115684435,-2.137216419604923,0.24514535111972233,-3.408732244036373,1.8664032893189961,-1.633718630921883,1
-2.253673887506624,-4.500769868103045,-0.8939078821036786,-2.1930601615138645,-2.2895455270693086,-2.54579933009635,-0.4603587549000512,-3.891345542503146,1.8989001878875396,-1.633415009581152,1
-2.1991466552955723,-4.391982021813541,-0.844365400585069,-2.1482382991269344,-2.2029922609153942,-2.4715909204683615,-0.39728934467268673,-3.6482931192393426,1.4306893513682757,-1.6152700801650102,1
-1.6450136579507595,-3.621879288638786,-0.34925715343390334,-2.139994628216028,-1.6683593938262176,-1.7576726123030104,1.6527451270516083,-2.9479156970561595,1.8049597626091514,-1.6119048121679138,1
-1.7479338087491196,-3.6735832305505376,-0.39227370941340683,-2.121751487753412,-1.720291353518566,-1.8852087494008238,1.519920290315286,-2.614286415359878,0.5628667272186552,-1.6044261720667414,1
-2.1030424085235935,-4.174059974316629,-0.7286797209541654,-2.096073568378276,-2.0911388092703365,-2.342670745381268,-0.5064692376486465,-3.3157824888635217,0.9335544010156152,-1.593825877192044,1
-1.6463768387560358,-3.5685740942677833,-0.33961717865492735,-2.092896945331381,-1.6164274341338691,-1.759348105610814,0.3986076906405244,-2.5110654071537017,0.6821956270833642,-1.5925084652479118,1
-1.586396883323879,-3.5431444385786217,-0.32379476515529143,-2.091799971435454,-1.6144300510687788,-1.6859661343137153,1.9902174061057494,-2.9274409880392374,1.9771091186286136,-1.592053214919307,1
-1.6736404548615615,-3.642802527085267,-0.3908978627970143,-2.086448681501185,-1.6916621962522713,-1.7929344397332754,-0.48883153213528774,-2.894457723348068,1.5487512858182775,-1.5898301111545496,1
-2.585608413591401,-4.89254317045615,-1.2041394794893319,-2.0698794735149524,-2.526568317460027,-3.0158309884409213,0.46405894881993265,-3.97646473843277,0.5102639782111071,-1.5829224876258636,1
-1.8263167050525064,-3.8390200044115903,-0.527180262189115,-2.0674755061406183,-1.8601081680748888,-1.9837899254293925,-0.7537864954447719,-3.080526726318083,1.4470179118610518,-1.5819172292002361,1
-1.6838643109011338,-3.5834057505203876,-0.3673399605622805,-2.0586858013230303,-1.6583724785007659,-1.8055670984006675,-0.6022102149262983,-2.6684562580900812,0.9286996051751075,-1.578235051742954,1
-2.3736337983709377,-4.6122360558165445,-1.0395668121867794,-2.036042065064292,-2.3747672045131623,-2.7119117477451415,1.881788579210175,-3.9254474585147756,1.4141424315057018,-1.5687009686199556,1
-1.6020734625845563,-3.5261284768814445,-0.34588807048658254,-2.0300098860964972,-1.6184248171989595,-1.7050788527394998,-0.483833101976185,-2.707439561681904,1.3292003915134423,-1.566149350713328,1
-2.0887290100681923,-4.181033213360816,-0.7686053706517914,-2.024519871771599,-2.0458647931282887,-2.323667947448939,-0.05341590211582719,-3.3274096828913433,1.02560787204825,-1.5638227316240976,1
-2.0566942611442,-4.185235422371061,-0.776281858510131,-2.0145035220251475,-2.076491333459674,-2.2813190732526087,2.039172006113353,-3.3653082336875686,1.2659487002356016,-1.559567207918834,1
-1.5557253152051624,-3.4407680217771297,-0.3141339373635756,-1.987765483246314,-1.5731508010569122,-1.6487062053515658,0.48180942173045765,-2.7247278093617555,1.5463747634888054,-1.5481392320057976,1
-1.6552375139903317,-3.588729228945675,-0.4166826562843664,-1.972780325033142,-1.6830068696368798,-1.7702476623229058,1.235582916902408,-2.9375088499233852,1.7365238317678493,-1.5416907661291757,1
-2.152798507916178,-4.26780287276192,-0.8553147688426086,-1.961593838616813,-2.1796894584893405,-2.4091241338202005,1.9902174061057494,-3.631106567134078,1.5935685651641465,-1.5368562916160307,1
-1.7942819561285135,-3.7265049669256642,-0.5111477154016241,-1.9603201999584132,-1.7921971438618176,-1.943344884436133,-0.21382870098035328,-2.817474173385432,0.8870649759691966,-1.536304738067939,1
-2.3361463262258395,-4.542603422468818,-1.0427694397690261,-1.935781283253187,-2.3581223456374096,-2.659568446034152,0.7902817838186045,-3.9203965783102697,1.5835109481019396,-1.5256328142959485,1
-1.7336204102937185,-3.682778457461482,-0.5045578870717031,-1.9205047985865382,-1.7249519140037768,-1.8673444024014079,0.5234921953341517,-2.9301867685530967,1.4112146503437288,-1.5189453531507349,1
-1.6429688867428451,-3.517384758691059,-0.40046223260834807,-1.9189520627031362,-1.627745938169381,-1.7551600517290402,-0.2606014155712089,-2.6727613707476117,1.0899284848419162,-1.518263731037043,1
-1.8276798858577827,-3.787175064501061,-0.5924244311743566,-1.879731507488747,-1.8601081680748888,-1.985515817596891,-0.37718332413227085,-3.2036461686185196,1.7818325363232674,-1.5009296160846322,1
-2.445882381050581,-4.6797713669607655,-1.157598829954199,-1.8774275195356598,-2.4446756117913235,-2.8139469320183297,-0.510162757407829,-3.9012439117629825,0.9884470842320757,-1.499904278294006,1
-1.7567944839834155,-3.659280417794785,-0.5224370461087424,-1.859688286084094,-1.7708917245008542,-1.8962886568045338,-0.2518655730267001,-2.9819837145429267,1.4585753719746812,-1.4919833287171498,1
-1.9980774865173192,-4.027006083210138,-0.7613748804423619,-1.8461608525593523,-1.9872748898856394,-2.2044658162650483,2.124667486644145,-3.2862907722331856,1.2987759294903976,-1.4859113181624206,1
-2.0750972020154297,-4.048114283558627,-0.7886194931565803,-1.8192706270993342,-2.05385432538865,-2.3056166921015695,1.6743779438488868,-3.2050021096130186,0.760059047734476,-1.4737588361683183,1
-2.0130724753753584,-4.015372754456819,-0.7684259906130766,-1.8185563145606463,-2.0119092810217536,-2.2240487093628185,-0.6181160805333185,-3.325918147797396,1.3441024609681167,-1.4734345099228703,1
-1.3628352312585672,-3.0717664739549497,-0.18870466293099936,-1.7963202247022985,-1.3647571679324881,-1.4183176098128851,1.0305383736325087,-2.278691019221572,1.1090412691840372,-1.4632991796406365,1
-2.3859024256184242,-4.52367357090446,-1.1118280443094954,-1.76941912409259,-2.4000673900043066,-2.729130134301204,0.9497070723573822,-3.8657521562319914,1.1783464775426662,-1.4509347293734145,1
-1.380556581727159,-3.055035134292556,-0.20725781924849568,-1.7468023320393062,-1.3627597848673978,-1.4392094458418703,-0.5789181317458552,-2.2925555158903177,1.0823660693641426,-1.4404512218441967,1
-2.1861964376454472,-4.192513352030523,-0.9174000169914797,-1.7450709133581395,-2.127091704441962,-2.454081234055458,1.0240030376769622,-3.2756127369015124,0.4770057427357791,-1.4396453082081846,1
-1.8051874025707237,-3.654907726447794,-0.5881601098340082,-1.7343324700260494,-1.8348079825837447,-1.95708906989048,-0.395193403275082,-2.9935092129961625,1.2983223094200143,-1.4346362299211912,1
-1.6034366433898326,-3.3317798088472426,-0.3909123657836165,-1.7273854898201555,-1.62108799461908,-1.706743042771749,-0.46180490954482084,-2.6199813675367705,1.1024232824204194,-1.4313858519524152,1
-1.8522171403527559,-3.744599421911493,-0.6484811122016478,-1.7261441299143148,-1.8854083535660329,-2.016649925419743,1.709513925040685,-3.2190022003812127,1.723253395927946,-1.4308042219027248,1
-0.853687200487872,-2.382781675990821,0.19339065235701172,-1.717530399736916,-0.8714035508551781,-0.8395705898934024,1.2998655552236096,-1.6821108801672264,1.3225458981130398,-1.4267614483952298,1
-1.983764088061918,-3.8911782022828447,-0.7448352509212184,-1.7165469395086719,-1.9759563858501275,-2.1858219470490017,1.2080238828294239,-3.247849845039162,1.2541490798274915,-1.4262991078498926,1
-2.203917788114039,-4.21851479540931,-0.9484600730753736,-1.7162445972644742,-2.206987027045575,-2.4780528598555662,-0.7080399810285299,-3.5611061132931083,1.1611842086922268,-1.4261569378504781,1
-2.081913106041811,-4.134710422499917,-0.9088928733584248,-1.6922745997057391,-2.1091152568561493,-2.31463665249036,-0.0932413972438329,-3.6528355215709123,1.9838680330146812,-1.4148382451060817,1
-1.7915555945179609,-3.6134417825492435,-0.5859226951697847,-1.6918604641934754,-1.8154999462878714,-1.9399127407664185,1.8351149856229145,-2.9602547601060945,1.2642176271895058,-1.4146418601312365,1
-2.413847632126588,-4.47057096439733,-1.1180731772387544,-1.6904059578952058,-2.376764587578253,-2.76851413620245,0.9325056002307045,-3.7628701332744403,0.7528825370620941,-1.413951908220267,1
-1.8167744394155723,-3.688107640447637,-0.6385420411531998,-1.6804112734093628,-1.8414659261340456,-1.9717197513494273,0.06766128463735396,-3.223680196812231,1.8839791772350658,-1.4092014400116333,1
-2.0430624530914367,-3.9903970153623494,-0.826185189283654,-1.6795739555685838,-2.0565175028087705,-2.2633734147468942,-0.6041181915024053,-3.383071060715495,1.3739358102382737,-1.4088027113361712,1
-1.0663434061109736,-2.6549774642207873,0.00031749440516779496,-1.6789284066831405,-1.049836438003247,-1.0764607231301626,-0.09322844155224778,-1.898146179115652,1.1720348541421408,-1.408495226367769,1
-2.7614587374720427,-5.020817243989157,-1.4841560274857317,-1.6370366072576814,-2.761593724785655,-3.2792100970791096,1.829517668944708,-4.283754866310924,0.4664153712428729,-1.388392447324957,1
-1.5700387136605636,-3.324472395657823,-0.43923865678203744,-1.6356548745174675,-1.6024457526782367,-1.6660721260518039,-0.09443700237830893,-2.878830503386476,1.9060888872481923,-1.3877243502078933,1
-2.2250470905958215,-4.207915530626814,-0.9855696576286699,-1.6321967895137806,-2.216973942371027,-2.5067417654201853,0.2600243373458773,-3.4410036397054298,0.7400723192892317,-1.38605087047717,1
-2.300703625288656,-4.362305041794583,-1.0838967143845475,-1.6259581102600704,-2.3261642165959646,-2.6104458156899324,-0.1935543397933956,-3.8325655003916483,1.492646287200437,-1.383026618217195,1
-1.4991533117861964,-3.1922048636818072,-0.36448456183141165,-1.6241627097207998,-1.5232162244296539,-1.580442020458832,1.6443280679011947,-2.584591307580366,1.3911951711129866,-1.3821550505081104,1
-2.655130634660492,-4.922000449736644,-1.434555739757983,-1.6133164666718522,-2.6843615796021627,-3.118658728474608,-0.696993226871116,-4.355619739019329,1.2612233460656868,-1.3768780526398925,1
-1.9374159406825242,-3.798790107955169,-0.7458710128383503,-1.609706096865321,-1.9579799382643146,-2.12577463476046,-0.6595407145687167,-3.216832694790015,1.3630205070953394,-1.3751170203464016,1
-1.9340079886693333,-3.8560546392534776,-0.7820233535626155,-1.6079655463291382,-1.9533193777791038,-2.1213786710710023,0.9336721776802702,-3.2825958330231786,1.5590427655367425,-1.3742672269389795,1
-2.0989528661077648,-3.9883487305659964,-0.8677480812580579,-1.5997680776331131,-2.0751597447496137,-2.3372362320498965,-0.12445566357780509,-3.3403250208639386,1.0166667813226336,-1.3702579175066305,1
-1.3921436185720073,-3.0232263412931557,-0.28017867685984543,-1.5914069125861956,-1.3860625872934518,-1.452898807835579,0.893087729440762,-2.2492670996409614,0.9397234120091373,-1.3661565364470059,1
-2.1125846741605274,-3.975889298981896,-0.8683876717135292,-1.5844478634171897,-2.059180680228891,-2.355367345235904,0.44202807692469903,-3.2231717189392945,0.6511974840333543,-1.3627336406033683,1
-1.9026548301479786,-3.7218594505111233,-0.7162069656231935,-1.5780990295269919,-1.904716389861906,-2.081057974184765,-0.5168672540389012,-3.0728317611743066,1.1191557826389809,-1.359603490448523,1
-1.2019798962359647,-2.7820049126337163,-0.14221094037725557,-1.5752479087047286,-1.2375904461217375,-1.2310969302577097,-0.44049571105552515,-2.197775240374892,1.4520434964217086,-1.3581955063326165,1
